,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd
1194,U001,200769623,WAL-MAR corp,,2020.0,1930885491.0,2020-05-12,2020-05-27,2020-05-12,NAH4,52621.77
1201,U001,0200936373,SUPE corporation,,2020.0,1930809945.0,2020-04-23,2020-05-08,2020-04-23,NAA8,88919.61
1202,CA02,0140104285,BUY- corp,,2020.0,2960624684.0,2020-03-29,2020-04-17,2020-04-07,CA10,72782.84999999999
1209,U001,0200152991,JET associates,,2020.0,1930841854.0,2020-04-30,2020-05-15,2020-04-30,NAA8,1677.91
1210,U001,0200769623,WAL-MAR systems,,2020.0,1930819119.0,2020-04-23,2020-05-08,2020-04-23,NAH4,41628.67
1214,U001,0200762301,C&S WH co,,2020.0,1930745999.0,2020-04-03,2020-04-18,2020-04-03,NAC6,6832.47
1216,U001,0200148860,DOLLA llc,,2020.0,1930637644.0,2020-03-11,2020-03-26,2020-03-11,NAA8,16764.17
1221,U001,CCU013,KRAFT F associates,,2020.0,1930681744.0,2020-03-22,2020-03-22,2020-03-22,NAX2,15259.08
1225,U001,0200752302,KROGER co,,2020.0,1930733766.0,2020-04-02,2020-04-17,2020-04-02,NAA8,120098.69
1246,U001,0200797984,PIGGLY corporation,,2020.0,1930585699.0,2020-03-03,2020-03-18,2020-03-03,NAA8,89737.26
1253,U001,0200744019,TARG co,,2020.0,1930800326.0,2020-04-21,2020-05-06,2020-04-21,NAA8,16874.59
1254,U001,0200726979,BJ'S  co,,2020.0,1930783750.0,2020-04-15,2020-04-30,2020-04-15,NAA8,86.77
1256,U001,0100031704,DELHAIZE corp,,2020.0,1930744311.0,2020-04-05,2020-04-20,2020-04-05,NAA8,20757.8
1261,U001,0200743123,KROGER corp,,2020.0,1930639867.0,2020-03-12,2020-03-27,2020-03-12,NAA8,145240.7
1262,U001,0200729290,KROGER trust,,2020.0,1930763883.0,2020-04-04,2020-04-19,2020-04-04,NAA8,42613.0
1263,U001,0200762301,C&S WH systems,,2020.0,1930718141.0,2020-03-30,2020-04-14,2020-03-30,NAC6,9987.73
1267,U001,0200769623,WAL-MAR llc,,2020.0,1930706309.0,2020-03-26,2020-04-10,2020-03-26,NAH4,10921.35
1269,U001,0200769623,WAL-MAR co,,2020.0,1930883498.0,2020-05-10,2020-05-25,2020-05-10,NAH4,60886.44
1277,U001,0200762301,C&S WH foundation,,2020.0,1930674261.0,2020-03-20,2020-04-04,2020-03-20,NAC6,546.63
1282,U001,0200705742,DOT us,,2020.0,1930612079.0,2020-03-06,2020-04-07,2020-03-06,NA32,37970.55
1287,U001,0200353024,DECA corporation,,2020.0,1930607001.0,2020-03-05,2020-03-24,2020-03-01,NAM4,853.29
1298,U001,0200744019,TARG us,,2020.0,1930843065.0,2020-04-30,2020-05-15,2020-04-30,NAA8,43184.27
1305,U001,0200769623,WAL-MAR associates,,2020.0,1930582850.0,2020-03-01,2020-03-16,2020-03-01,NAH4,32011.03
1307,U001,0200705742,DOT in,,2020.0,1930821659.0,2020-04-23,2020-05-08,2020-04-23,NAA8,303.62
1313,U001,0200466603,SMITH'S corp,,2020.0,1930804830.0,2020-04-21,2020-05-06,2020-04-21,NAA8,42993.7
1316,U001,0200704045,RA corp,,2020.0,1930592854.0,2020-03-03,2020-03-18,2020-03-03,NAA8,16817.42
1321,U001,200726979,BJ'S  corp,,2020.0,1930659942.0,2020-03-17,2020-04-01,2020-03-17,NAA8,66.37
1322,U001,0200769623,WAL-MAR corp,,2020.0,1930853383.0,2020-05-03,2020-05-18,2020-05-03,NAH4,471.56
1337,CA02,0140104409,LOB foundation,,2020.0,2960620205.0,2020-03-10,2020-03-27,2020-03-17,CA10,3908.0789999999997
1349,CA02,0140104409,LOB in,,2020.0,2960622232.0,2020-03-23,2020-04-02,2020-03-23,CA10,107686.299
1351,U001,0200541916,VF G corp,,2020.0,1930886411.0,2020-05-15,2020-05-30,2020-05-15,NAA8,34301.32
1359,U001,0200230690,DECA llc,,2020.0,1930585735.0,2020-03-02,2020-03-24,2020-03-01,NAM4,3018.22
1366,U001,0200744019,TARG llc,,2020.0,1930739949.0,2020-04-04,2020-04-19,2020-04-04,NAA8,11082.87
1374,U001,0200762301,C&S WH in,,2020.0,1930637501.0,2020-03-11,2020-03-26,2020-03-11,NAC6,69231.13
1376,U001,0200769623,WAL-MAR in,,2020.0,1930752538.0,2020-04-06,2020-04-21,2020-04-06,NAH4,41038.99
1381,U001,200759878,SA in,,2020.0,1930643630.0,2020-03-13,2020-05-17,2020-03-13,NAGD,8510.4
1383,U001,0200705089,JETR systems,,2020.0,1930655043.0,2020-03-17,2020-04-01,2020-03-17,NAA8,21345.17
1387,U001,0200418007,AM systems,,2020.0,1930854463.0,2020-05-04,2020-05-19,2020-05-04,NAA8,7137.3
1395,U001,0200723794,MID MO trust,,2020.0,1930594645.0,2020-03-04,2020-03-19,2020-03-04,NAA8,47755.62
1399,U001,0200782669,SYGMA us,,2020.0,1930767662.0,2020-04-14,2020-05-04,2020-04-14,NAD1,11770.15
1400,U001,0200772595,SAFEW ,,2020.0,1930733023.0,2020-04-02,2020-04-17,2020-04-02,NAA8,32390.73
1419,U001,0200769623,WAL-MAR foundation,,2020.0,1930828807.0,2020-04-26,2020-05-11,2020-04-26,NAH4,471.56
1421,U001,0200718130,SYSCO F associates,,2020.0,1930706380.0,2020-03-26,2020-04-10,2020-03-26,NAA8,8077.18
1424,U001,0200794332,COST in,,2020.0,1930800572.0,2020-04-20,2020-05-05,2020-04-20,NAAX,32391.9
1429,CA02,0140104440,SO trust,,2020.0,2960631309.0,2020-04-26,2020-05-07,2020-04-27,CA10,82096.62999999999
1430,U001,0200769623,WAL-MAR ,,2020.0,1930798934.0,2020-04-19,2020-05-04,2020-04-19,NAH4,17881.44
1451,U001,0200759878,SA co,,2020.0,1930671419.0,2020-03-21,2020-04-05,2020-03-21,NAH4,4061.53
1455,U001,0200769623,WAL-MAR llc,,2020.0,1930799626.0,2020-04-20,2020-05-05,2020-04-20,NAH4,25140.36
1457,U001,0200779906,BOZZU trust,,2020.0,1930641039.0,2020-03-13,2020-03-28,2020-03-13,NAA8,21572.65
1461,U001,0200769623,WAL-MAR in,,2020.0,1930794281.0,2020-04-17,2020-05-02,2020-04-17,NAH4,68350.38
1463,CA02,0140104440,SO corp,,2020.0,2960629673.0,2020-04-21,2020-05-04,2020-04-24,CA10,103372.66799999999
1466,U001,0200726979,BJ'S  in,,2020.0,1930802645.0,2020-04-20,2020-05-05,2020-04-20,NAA8,112816.17
1476,U001,0200799367,MCL co,,2020.0,1930594895.0,2020-03-03,2020-03-18,2020-03-03,NAA8,83383.24
1484,U001,0200769623,WAL-MAR llc,,2020.0,1930717896.0,2020-03-29,2020-04-13,2020-03-29,NAH4,28286.29
1503,CA02,140104331,CORE-M in,,2020.0,2960621262.0,2020-03-18,2020-04-05,2020-03-26,CA10,14182.349999999999
1504,U001,0200936373,SUPE ,,2020.0,1930584451.0,2020-03-03,2020-03-18,2020-03-03,NAA8,15925.0
1506,U001,0200656729,PERFOR trust,,2020.0,1930610818.0,2020-03-06,2020-03-21,2020-03-06,NAA8,30601.36
1511,U001,0200744019,TARG corp,,2020.0,1930666642.0,2020-03-19,2020-04-03,2020-03-19,NAA8,2753.74
1512,U001,0200744019,TARG corp,,2020.0,1930739330.0,2020-04-03,2020-04-18,2020-04-03,NAA8,3605.7
1519,U001,0200769623,WAL-MAR llc,,2020.0,1930746954.0,2020-04-05,2020-04-20,2020-04-05,NAH4,6785.94
1532,U001,0200769623,WAL-MAR trust,,2020.0,1930793575.0,2020-04-16,2020-05-01,2020-04-16,NAH4,9777.44
1541,U001,0200762301,C&S WH us,,2020.0,1930605664.0,2020-03-06,2020-03-21,2020-03-06,NAC6,24031.95
1548,U001,0200148860,DOLLA associates,,2020.0,1930689325.0,2020-03-23,2020-04-07,2020-03-23,NAA8,32990.46
1552,U001,0200803720,DEC foundation,,2020.0,1930612090.0,2020-03-06,2020-03-24,2020-03-01,NAM4,66.48
1554,U001,0200416837,DEC ,,2020.0,1930857290.0,2020-05-05,2020-05-11,2020-05-01,NAM2,5917.77
1555,U001,0200726979,BJ'S  ,,2020.0,1930822055.0,2020-04-24,2020-05-09,2020-04-24,NAA8,2396.03
1558,U001,CCU013,KRAFT F trust,,2020.0,1930571605.0,2020-02-28,2020-02-28,2020-02-28,NAX2,77.07
1560,U001,200915438,GROC in,,2020.0,1930723164.0,2020-04-01,2020-04-16,2020-04-01,NAA8,6713.52
1561,U001,0200418007,AM us,,2020.0,1930667012.0,2020-03-19,2020-05-23,2020-03-19,NAGD,8294.4
1569,U001,0200769623,WAL-MAR systems,,2020.0,1930798110.0,2020-04-18,2020-05-03,2020-04-18,NAH4,47118.53
1574,U001,0200455322,PEA associates,,2020.0,1930605944.0,2020-03-10,2020-04-09,2020-03-10,NAD5,13326.85
1582,CA02,0140106408,WAL-M systems,,2020.0,2960618297.0,2020-03-03,2020-03-21,2020-03-11,CA10,9394.021
1591,U001,0200762301,C&S WH systems,,2020.0,1930701231.0,2020-03-26,2020-04-10,2020-03-26,NAC6,15724.32
1593,U001,0200744019,TARG trust,,2020.0,1930738290.0,2020-04-02,2020-04-17,2020-04-02,NAA8,47540.39
1595,U001,0200992695,NUGG foundation,,2020.0,1930820391.0,2020-04-23,2020-05-08,2020-04-23,NAA8,30065.62
1601,U001,0200744019,TARG trust,,2020.0,1930834229.0,2020-04-28,2020-05-13,2020-04-28,NAA8,39358.28
1604,U001,0200592182,DECA ,,2020.0,1930708114.0,2020-03-27,2020-04-08,2020-03-16,NAM4,513.16
1615,U001,0200732755,KROGER associates,,2020.0,1930605355.0,2020-03-06,2020-03-21,2020-03-06,NAA8,7685.73
1620,CA02,140106408,WAL-M ,,2020.0,2960621281.0,2020-03-21,2020-03-31,2020-03-21,CA10,9694.384
1626,CA02,0140104440,SO associates,,2020.0,2960621461.0,2020-03-18,2020-03-30,2020-03-20,CA10,164366.223
1633,U001,0200519201,KROGE corp,,2020.0,1930828957.0,2020-04-28,2020-05-13,2020-04-28,NAA8,197963.27
1634,U001,0200744019,TARG systems,,2020.0,1930581162.0,2020-02-29,2020-03-15,2020-02-29,NAA8,17812.07
1641,U001,0200148860,DOLLA corporation,,2020.0,1930671635.0,2020-03-24,2020-04-08,2020-03-24,NAA8,13271.03
1642,U001,0200820380,SMITH'S corp,,2020.0,1930580873.0,2020-03-01,2020-03-16,2020-03-01,NAA8,15481.15
1643,U001,0200704858,WAKE us,,2020.0,1930803141.0,2020-04-22,2020-05-07,2020-04-22,NAA8,100878.92
1648,U001,0200762301,C&S WH systems,,2020.0,1930765333.0,2020-04-10,2020-04-25,2020-04-10,NAC6,76124.34
1651,U001,0200769623,WAL-MAR systems,,2020.0,1930664599.0,2020-03-19,2020-04-03,2020-03-19,NAH4,4529.38
1666,U001,0200762301,C&S WH systems,,2020.0,1930685195.0,2020-03-23,2020-04-07,2020-03-23,NAC6,1180.78
1668,U001,0200704045,RA us,,2020.0,1930682821.0,2020-03-22,2020-04-06,2020-03-22,NAA8,17224.98
1669,U001,0200772595,SAFEW llc,,2020.0,1930727467.0,2020-04-03,2020-04-18,2020-04-03,NAA8,2456.06
1672,U001,0200744019,TARG trust,,2020.0,1930698648.0,2020-03-25,2020-04-09,2020-03-25,NAA8,33580.87
1674,U001,0200705742,DOT in,,2020.0,1930593648.0,2020-03-03,2020-03-18,2020-03-03,NAA8,10486.86
1679,U001,0200769623,WAL-MAR trust,,2020.0,1930623848.0,2020-03-10,2020-03-25,2020-03-10,NAH4,14696.73
1681,U001,0200799342,MITCH associates,,2020.0,1930793138.0,2020-04-16,2020-05-01,2020-04-16,NAA8,78109.83
1686,U013,0140103480,PRIC systems,,2020.0,1991839741.0,2020-02-27,2020-04-12,2020-02-27,NAVF,21395.58
1689,U001,100006311,QUALITY C us,,2020.0,1930671166.0,2020-03-18,2020-04-02,2020-03-18,NAA8,20175.8
1705,U001,0200803720,DEC ,,2020.0,1930820211.0,2020-04-23,2020-05-09,2020-04-16,NAM4,1977.62
1706,U001,200706844,WINC ,,2020.0,1930669778.0,2020-03-21,2020-04-05,2020-03-21,NAA8,15331.43
1713,U001,0200769623,WAL-MAR systems,,2020.0,1930604650.0,2020-03-07,2020-03-22,2020-03-07,NAH4,15893.81
1717,U001,0200071186,FATH foundation,,2020.0,1930789924.0,2020-04-16,2020-05-01,2020-04-16,NAA8,46945.8
1730,U001,200769623,WAL-MAR associates,,2020.0,1930879136.0,2020-05-09,2020-05-24,2020-05-09,NAH4,59462.27
1739,U001,0200778870,C in,,2020.0,1930647008.0,2020-03-13,2020-03-28,2020-03-13,NAA8,9117.16
1743,U001,0200769623,WAL-MAR associates,,2020.0,1930622144.0,2020-03-10,2020-03-25,2020-03-10,NAH4,64440.87
1744,U001,0200148860,DOLLA foundation,,2020.0,1930710073.0,2020-03-27,2020-04-11,2020-03-27,NAA8,66356.43
1746,U001,0200782001,GORDO systems,,2020.0,1930610058.0,2020-03-06,2020-03-21,2020-03-06,NAA8,45773.88
1747,U001,0100026809,PRES us,,2020.0,1930731327.0,2020-04-01,2020-04-11,2020-04-01,NA10,28778.75
1749,U001,0200769623,WAL-MAR ,,2020.0,1930655609.0,2020-03-16,2020-03-31,2020-03-16,NAH4,13347.31
1752,U001,200769623,WAL-MAR co,,2020.0,1930772169.0,2020-04-11,2020-06-15,2020-04-11,NAGD,131.58
1753,U001,0200752302,KROGER associates,,2020.0,1930776636.0,2020-04-12,2020-04-27,2020-04-12,NAA8,75004.47
1755,U001,0200769623,WAL-MAR foundation,,2020.0,1930710731.0,2020-03-27,2020-04-11,2020-03-27,NAH4,28295.59
1759,U001,0200769623,WAL-MAR co,,2020.0,1930826845.0,2020-04-26,2020-05-11,2020-04-26,NAH4,2352.97
1765,U001,0200711029,WEGMAN ,,2020.0,1930599202.0,2020-03-04,2020-03-19,2020-03-04,NAA8,66442.88
1772,U001,0200707822,PUBLI foundation,,2020.0,1930776550.0,2020-04-13,2020-04-28,2020-04-13,NAA8,160558.42
1774,U001,0200592182,DECA corporation,,2020.0,1930691960.0,2020-03-24,2020-03-23,2020-03-16,NAM1,36102.76
1784,U001,0200455322,PEA in,,2020.0,1930787156.0,2020-04-14,2020-05-14,2020-04-14,NAD5,49124.1
1792,U001,0200769623,WAL-MAR llc,,2020.0,1930798325.0,2020-04-18,2020-05-03,2020-04-18,NAH4,55399.42
1795,U001,0200759878,SA ,,2020.0,1930603081.0,2020-03-04,2020-03-19,2020-03-04,NAH4,14022.8
1801,U001,0200739534,OK ,,2020.0,1930842944.0,2020-04-30,2020-05-15,2020-04-30,NAA8,27131.85
1803,U001,0200424504,M  corp,,2020.0,1930594041.0,2020-03-04,2020-03-15,2020-03-15,NACE,7405.23
1825,U001,0200769623,WAL-MAR us,,2020.0,1930729868.0,2020-04-01,2020-04-16,2020-04-01,NAH4,5310.44
1828,U001,0100058003,ING co,,2020.0,1930599489.0,2020-03-04,2020-04-05,2020-03-04,NA32,2374.48
1832,U001,0200769623,WAL-MAR corporation,,2020.0,1930609796.0,2020-03-08,2020-03-23,2020-03-08,NAH4,79262.64
1838,U001,0200732755,KROGER llc,,2020.0,1930760367.0,2020-04-08,2020-04-23,2020-04-08,NAA8,79604.8
1842,U001,0200418007,AM ,,2020.0,1930773639.0,2020-04-10,2020-04-25,2020-04-10,NAA8,52193.28
1845,U001,0200769623,WAL-MAR ,,2020.0,1930584953.0,2020-03-01,2020-03-16,2020-03-01,NAH4,661.11
1850,U001,200781484,MAPLE trust,,2020.0,1930860068.0,2020-05-05,2020-05-20,2020-05-05,NAA8,35464.06
1863,U001,0200775094,SAVE M trust,,2020.0,1930772956.0,2020-04-10,2020-04-25,2020-04-10,NAA8,96825.11
1875,U001,0200152991,JET systems,,2020.0,1930668256.0,2020-03-18,2020-04-02,2020-03-18,NAA8,1812.31
1892,U001,0200769623,WAL-MAR systems,,2020.0,1930594653.0,2020-03-04,2020-03-19,2020-03-04,NAH4,7230.78
1895,CA02,0140104429,COSTCO systems,,2020.0,2960616774.0,2020-03-03,2020-03-15,2020-03-05,CA10,25041.589999999997
1900,U001,0100031704,DELHAIZE us,,2020.0,1930747630.0,2020-04-05,2020-06-09,2020-04-05,NAGD,728.78
1909,U001,0200769623,WAL-MAR foundation,,2020.0,1930854376.0,2020-05-03,2020-05-18,2020-05-03,NAH4,53201.11
1920,U001,0200772670,ASSOCIAT trust,,2020.0,1930583800.0,2020-02-28,2020-03-14,2020-02-28,NAU5,602.9
1924,U001,0200148860,DOLLA trust,,2020.0,1930691226.0,2020-03-23,2020-04-07,2020-03-23,NAA8,19666.18
1925,U001,0200797452,US  us,,2020.0,1930641707.0,2020-03-11,2020-03-26,2020-03-11,NAA8,204.43
1935,CA02,0140105785,SHOPPE foundation,,2020.0,2960628703.0,2020-04-13,2020-05-02,2020-04-22,CA10,27074.754
1941,U001,0200769623,WAL-MAR in,,2020.0,1930730277.0,2020-04-01,2020-04-16,2020-04-01,NAH4,15562.99
1943,U001,0200769623,WAL-MAR co,,2020.0,1930792925.0,2020-04-16,2020-05-01,2020-04-16,NAH4,9099.16
1947,U001,0200769623,WAL-MAR corp,,2020.0,1930720154.0,2020-03-31,2020-04-15,2020-03-31,NAH4,10472.25
1949,U001,0200772595,SAFEW llc,,2020.0,1930719448.0,2020-03-30,2020-04-14,2020-03-30,NAA8,1235.36
1952,U001,0200759878,SA corp,,2020.0,1930768133.0,2020-04-10,2020-04-25,2020-04-10,NAH4,54312.68
1954,U001,0200707822,PUBLI corporation,,2020.0,1930752516.0,2020-04-05,2020-04-20,2020-04-05,NAA8,104769.48
1970,U001,0200743996,STATER  corp,,2020.0,1930723439.0,2020-03-31,2020-04-15,2020-03-31,NAA8,47975.78
1974,U001,0200769623,WAL-MAR systems,,2020.0,1930637364.0,2020-03-13,2020-03-28,2020-03-13,NAH4,13956.09
1980,U001,0200769623,WAL-MAR associates,,2020.0,1930776679.0,2020-04-12,2020-04-27,2020-04-12,NAH4,39143.19
1996,U001,0200769623,WAL-MAR us,,2020.0,1930651757.0,2020-03-14,2020-03-29,2020-03-14,NAH4,42089.37
1997,U001,200769623,WAL-MAR llc,,2020.0,1930893128.0,2020-05-12,2020-05-27,2020-05-12,NAH4,31794.87
2000,U001,200749225,SUPER  trust,,2020.0,1930862405.0,2020-05-06,2020-05-21,2020-05-06,NAA8,100980.4
2002,U001,0200759082,INGL associates,,2020.0,1930654371.0,2020-03-15,2020-03-30,2020-03-15,NAA8,36479.01
2004,U001,0200769623,WAL-MAR trust,,2020.0,1930652946.0,2020-03-14,2020-03-29,2020-03-14,NAH4,58014.2
2012,U001,0200759878,SA systems,,2020.0,1930732203.0,2020-04-03,2020-04-18,2020-04-03,NAH4,14016.25
2016,U001,0200729942,SA foundation,,2020.0,1930691589.0,2020-03-24,2020-04-08,2020-03-24,NAA8,11657.35
2018,U001,0200230690,DECA in,,2020.0,1930804276.0,2020-04-21,2020-04-08,2020-03-16,NAM4,242.28
2019,U001,0200148860,DOLLA in,,2020.0,1930587100.0,2020-03-03,2020-03-18,2020-03-03,NAA8,84250.05
2021,CA02,0140104440,SO foundation,,2020.0,2960625185.0,2020-04-04,2020-04-15,2020-04-05,CA10,81206.81099999999
2023,U001,0100031704,DELHAIZE us,,2020.0,1930802865.0,2020-04-20,2020-06-24,2020-04-20,NAGD,728.78
2025,U001,0200769623,WAL-MAR foundation,,2020.0,1930819014.0,2020-04-22,2020-05-07,2020-04-22,NAH4,23794.84
2032,U001,0200769623,WAL-MAR associates,,2020.0,1930587521.0,2020-03-03,2020-03-18,2020-03-03,NAH4,5037.44
2034,U001,0200790107,ROU llc,,2020.0,1930863517.0,2020-05-06,2020-05-21,2020-05-06,NAC6,119035.35
2040,U001,0200739074,STEWART foundation,,2020.0,1930660502.0,2020-03-20,2020-04-04,2020-03-20,NAA8,18008.27
2056,CA02,0140104440,SO corp,,2020.0,2960624964.0,2020-04-01,2020-04-18,2020-04-08,CA10,112913.43
2065,U001,0200705372,FR systems,,2020.0,1930691620.0,2020-03-24,2020-04-08,2020-03-24,NAA8,34757.57
2075,U013,CC3411,H.J. HEI associates,,2020.0,1991839773.0,2020-03-05,2020-04-19,2020-03-05,NAVF,11533.34
2082,U001,0200769623,WAL-MAR foundation,,2020.0,1930829788.0,2020-04-28,2020-05-13,2020-04-28,NAH4,661.11
2085,U001,0200920735,ALBERT systems,,2020.0,1930735188.0,2020-04-08,2020-04-23,2020-04-08,NAA8,31220.28
2087,U001,0200769623,WAL-MAR associates,,2020.0,1930649490.0,2020-03-14,2020-03-29,2020-03-14,NAH4,58603.01
2090,U001,0100031704,DELHAIZE co,,2020.0,1930666315.0,2020-03-17,2020-04-01,2020-03-17,NAA8,63413.12
2093,U001,0200148860,DOLLA llc,,2020.0,1930772689.0,2020-04-09,2020-06-13,2020-04-09,NAGD,2049.76
2096,U001,0200769623,WAL-MAR systems,,2020.0,1930825733.0,2020-04-26,2020-05-11,2020-04-26,NAH4,6621.57
2101,CA02,0140106408,WAL-M trust,,2020.0,2960626049.0,2020-04-05,2020-04-15,2020-04-05,CA10,76.601
2111,U001,0200769623,WAL-MAR us,,2020.0,1930704938.0,2020-03-27,2020-04-11,2020-03-27,NAH4,13914.46
2115,U001,200772670,ASSOCIAT trust,,2020.0,1930669789.0,2020-03-18,2020-04-02,2020-03-18,NAU5,134292.79
2125,U001,0200803720,DEC ,,2020.0,1930689941.0,2020-03-24,2020-03-26,2020-03-16,NAM2,7254.43
2126,U001,0200780383,MEIJ co,,2020.0,1930780091.0,2020-04-13,2020-04-28,2020-04-13,NAA8,83679.13
2131,U001,0200759878,SA corp,,2020.0,1930651113.0,2020-03-15,2020-03-30,2020-03-15,NAH4,12948.62
2145,U001,0200726979,BJ'S  in,,2020.0,1930630407.0,2020-03-08,2020-03-23,2020-03-08,NAA8,929.93
2151,U001,0200769623,WAL-MAR co,,2020.0,1930650853.0,2020-03-14,2020-03-29,2020-03-14,NAH4,6071.89
2152,U001,0200729290,KROGER llc,,2020.0,1930593379.0,2020-03-04,2020-03-19,2020-03-04,NAA8,91923.26
2164,U001,0200769623,WAL-MAR us,,2020.0,1930724265.0,2020-04-01,2020-04-16,2020-04-01,NAH4,29806.04
2165,U001,0200418007,AM associates,,2020.0,1930774890.0,2020-04-14,2020-04-29,2020-04-14,NAA8,6094.99
2167,U001,0200769623,WAL-MAR ,,2020.0,1930692384.0,2020-03-25,2020-04-09,2020-03-25,NAH4,18147.6
2205,U001,0200769623,WAL-MAR associates,,2020.0,1930592130.0,2020-03-03,2020-03-18,2020-03-03,NAH4,56744.81
2206,U001,0200769623,WAL-MAR associates,,2020.0,1930875354.0,2020-05-07,2020-05-22,2020-05-07,NAH4,49872.43
2207,U001,0200761734,H E BUT corporation,,2020.0,1930651650.0,2020-03-13,2020-03-28,2020-03-13,NAA8,74460.6
2211,U001,0200726979,BJ'S  ,,2020.0,1930603111.0,2020-03-05,2020-03-20,2020-03-05,NAA8,754.83
2214,U001,0200707741,SMART &  co,,2020.0,1930729109.0,2020-03-31,2020-04-15,2020-03-31,NAA8,15913.01
2219,U001,0200769623,WAL-MAR in,,2020.0,1930803359.0,2020-04-21,2020-05-06,2020-04-21,NAH4,1898.9
2222,U001,0200769623,WAL-MAR foundation,,2020.0,1930783613.0,2020-04-14,2020-04-29,2020-04-14,NAH4,5126.33
2230,U001,0200920735,ALBERT ,,2020.0,1930733359.0,2020-04-04,2020-04-19,2020-04-04,NAA8,74878.14
2231,U001,0200782001,GORDO co,,2020.0,1930584057.0,2020-03-02,2020-03-17,2020-03-02,NAA8,14705.86
2233,U001,200769623,WAL-MAR in,,2020.0,1930882887.0,2020-05-09,2020-05-24,2020-05-09,NAH4,19703.3
2236,U001,0200769623,WAL-MAR co,,2020.0,1930787797.0,2020-04-14,2020-04-29,2020-04-14,NAH4,12291.24
2240,U001,0100015557,BI us,,2020.0,1930602623.0,2020-03-04,2020-03-19,2020-03-04,NAA8,49175.63
2247,U001,0200418007,AM co,,2020.0,1930781107.0,2020-04-15,2020-04-30,2020-04-15,NAA8,23753.76
2249,U001,0200769623,WAL-MAR systems,,2020.0,1930644277.0,2020-03-13,2020-03-28,2020-03-13,NAH4,34934.61
2254,U001,0200769623,WAL-MAR co,,2020.0,1930670587.0,2020-03-18,2020-04-02,2020-03-18,NAH4,60876.69
2256,U001,0200760666,KEHE  corporation,,2020.0,1930708241.0,2020-03-31,2020-04-15,2020-03-31,NAA8,21097.89
2260,U001,0200769623,WAL-MAR in,,2020.0,1930705472.0,2020-03-27,2020-04-11,2020-03-27,NAH4,91.93
2262,U001,0200769623,WAL-MAR ,,2020.0,1930666543.0,2020-03-19,2020-04-03,2020-03-19,NAH4,10923.4
2272,U001,0200762301,C&S WH associates,,2020.0,1930768188.0,2020-04-09,2020-04-24,2020-04-09,NAC6,91658.63
2273,U001,0200624321,FOOD systems,,2020.0,1930664431.0,2020-03-20,2020-04-04,2020-03-20,NAA8,2442.0
2280,U001,0200706844,WINC in,,2020.0,1930607504.0,2020-03-06,2020-03-21,2020-03-06,NAA8,12677.02
2281,U001,0200706844,WINC systems,,2020.0,1930861648.0,2020-05-06,2020-05-21,2020-05-06,NAA8,8096.2
2303,U001,0200637068,CON corporation,,2020.0,1930654490.0,2020-03-16,2020-03-31,2020-03-16,NAA8,5868.24
2324,U001,0200769623,WAL-MAR in,,2020.0,1930749253.0,2020-04-05,2020-04-20,2020-04-05,NAH4,15.76
2334,U001,0200803720,DEC llc,,2020.0,1930765386.0,2020-04-10,2020-04-24,2020-04-01,NAM4,4219.56
2341,U001,0200780383,MEIJ llc,,2020.0,1930699736.0,2020-03-25,2020-04-09,2020-03-25,NAA8,50976.68
2342,U001,0200769623,WAL-MAR systems,,2020.0,1930812745.0,2020-04-21,2020-05-06,2020-04-21,NAH4,25931.86
2347,U001,0200794332,COST llc,,2020.0,1930814369.0,2020-04-24,2020-05-09,2020-04-24,NAAX,14204.38
2365,CA02,140106293,ATLANT ,,2020.0,2960623610.0,2020-03-23,2020-04-10,2020-03-31,CA10,13297.948999999999
2371,U001,0200744019,TARG us,,2020.0,1930684671.0,2020-03-23,2020-04-07,2020-03-23,NAA8,8532.56
2376,U001,0200772670,ASSOCIAT us,,2020.0,1930645503.0,2020-03-12,2020-03-27,2020-03-12,NAU5,39135.35
2378,CA02,0140104409,LOB ,,2020.0,2960625529.0,2020-04-01,2020-04-12,2020-04-02,CA10,173952.828
2381,U001,200729942,SA corporation,,2020.0,1930713977.0,2020-03-27,2020-04-11,2020-03-27,NAA8,65939.22
2385,U001,0200794332,COST llc,,2020.0,1930572323.0,2020-02-28,2020-03-14,2020-02-28,NAAX,16491.37
2386,U001,0200769623,WAL-MAR trust,,2020.0,1930857479.0,2020-05-05,2020-05-20,2020-05-05,NAH4,731.11
2393,U001,0200761734,H E BUT trust,,2020.0,1930677253.0,2020-03-22,2020-04-06,2020-03-22,NAA8,58671.31
2394,CA02,0140106293,ATLANT us,,2020.0,2960616790.0,2020-03-07,2020-03-25,2020-03-15,CA10,16405.333
2396,U001,0200769623,WAL-MAR ,,2020.0,1930849862.0,2020-05-03,2020-05-18,2020-05-03,NAH4,11874.2
2406,U001,0200769623,WAL-MAR systems,,2020.0,1930714946.0,2020-03-29,2020-04-13,2020-03-29,NAH4,106.67
2409,U001,0200799367,MCL systems,,2020.0,1930801763.0,2020-04-21,2020-05-06,2020-04-21,NAA8,82159.45
2410,U001,0200769623,WAL-MAR trust,,2020.0,1930613516.0,2020-03-06,2020-03-21,2020-03-06,NAH4,14182.64
2421,U001,0200782001,GORDO corp,,2020.0,1930810012.0,2020-04-21,2020-05-06,2020-04-21,NAA8,23975.28
